region,scoreNN1b,scoreNN2b,nMDT,nRPC,nTGC,nBOL,clusE,rms_clustime,mindR,isolation,MET_dphi
barrel,0.9555,0.7962,58,24,12,6,1.493,0.937,0.221,0.268,-1.302
barrel,0.8798,1.0,67,26,3,10,5.699,1.699,0.336,0.101,1.328
barrel,0.8435,0.7398,67,27,11,6,1.06,2.518,0.305,0.094,-2.14
barrel,0.889,0.9584,58,28,10,5,4.894,1.223,0.308,0.23,-2.313
barrel,0.8913,0.6541,56,21,5,3,5.611,1.695,0.362,0.268,1.049
barrel,0.9518,0.7986,52,34,15,3,4.824,2.867,0.492,0.161,0.879
barrel,0.7981,0.8737,68,36,9,3,5.985,0.668,0.34,0.182,2.359
barrel,0.7305,0.7733,56,33,6,2,3.512,1.905,0.207,0.352,-2.06
barrel,0.5882,0.3401,53,27,9,6,7.332,0.062,0.388,0.158,0.214
barrel,0.6623,0.9252,56,39,7,5,9.721,2.119,0.376,0.273,-0.167
barrel,0.7491,0.8326,68,28,9,13,4.684,1.782,0.421,0.172,1.837
barrel,0.7254,0.9061,52,21,11,7,3.765,1.495,0.205,0.259,0.369
barrel,0.9262,1.0,48,32,16,4,2.587,1.461,0.437,0.179,1.958
barrel,0.3783,0.4001,70,38,9,10,5.373,1.198,0.316,0.104,1.762
barrel,0.6246,0.7995,48,31,8,6,16.676,1.151,0.22,0.291,-2.633
barrel,0.6841,0.5646,57,33,8,6,9.627,0.855,0.304,0.175,-2.137
barrel,0.4682,0.343,74,31,8,7,5.023,2.351,0.427,0.02,-2.137
barrel,0.3474,0.3619,56,19,7,8,3.134,1.552,0.102,0.18,1.973
barrel,0.6469,0.4413,62,38,11,9,3.165,0.923,0.264,0.252,-1.523
barrel,0.6379,0.788,46,31,6,9,11.731,0.872,0.377,0.134,-0.334
barrel,0.6701,0.7612,66,27,13,5,7.91,1.776,0.355,0.262,-2.892
barrel,0.7568,0.7316,56,26,9,8,0.621,1.739,0.143,0.189,1.703
barrel,0.8847,0.7836,69,36,12,7,3.631,1.614,0.104,0.175,1.305
barrel,0.8336,1.0,62,29,10,2,3.573,0.767,0.263,0.33,1.739
barrel,0.7805,0.6494,57,34,12,7,6.125,0.625,0.578,0.106,-2.852
barrel,0.5663,0.5935,62,42,9,6,2.691,1.152,0.391,0.12,1.814
barrel,0.7513,0.7056,66,46,4,5,11.361,1.482,0.336,0.298,-2.377
barrel,0.7004,0.579,53,31,7,7,2.614,1.701,0.277,0.236,-2.101
barrel,0.8755,0.9568,63,22,7,7,1.838,1.237,0.187,0.268,1.604
barrel,0.5511,0.3035,60,40,9,11,1.478,2.132,0.471,0.276,-3.096
barrel,0.7445,0.6382,48,36,8,14,2.76,1.719,0.219,0.23,-0.951
barrel,0.6681,0.9742,55,25,8,7,2.166,0.536,0.378,0.184,0.444
barrel,0.7169,0.7147,56,25,11,3,16.53,1.614,0.134,0.255,2.856
barrel,0.8704,0.7191,64,24,9,11,2.361,1.117,0.321,0.19,1.681
barrel,0.9021,0.8762,47,35,6,4,2.826,1.32,0.367,0.218,-1.579
barrel,0.5514,0.5036,61,31,11,6,8.519,1.141,0.406,0.229,2.556
barrel,0.7848,0.777,51,31,9,6,4.965,3.043,0.338,0.287,0.464
barrel,0.9461,0.9282,61,33,14,3,3.915,0.762,0.381,0.319,2.68
barrel,0.5054,0.4908,53,20,8,6,3.238,1.182,0.31,0.263,-0.432
barrel,0.5713,0.6247,55,25,12,5,7.264,2.419,0.38,0.197,-1.958
barrel,0.7632,0.6512,57,32,4,5,6.151,1.905,0.288,0.404,-0.076
barrel,0.992,0.8942,39,29,10,10,11.912,1.944,0.387,0.232,-1.533
barrel,0.579,0.791,63,26,6,7,9.364,2.838,0.371,0.231,-1.095
barrel,0.7273,0.8183,53,29,9,1,4.11,0.717,0.353,0.428,1.432
barrel,1.0,0.9891,55,30,12,7,1.686,0.787,0.345,0.268,-0.485
barrel,0.6983,0.6235,65,31,7,4,2.657,1.831,0.375,0.123,-1.553
barrel,0.3427,0.5121,62,27,7,7,5.95,1.19,0.374,0.207,2.372
barrel,0.945,0.6312,75,28,12,8,8.171,1.433,0.285,0.127,3.08
barrel,0.5569,0.6798,64,31,11,9,4.239,1.558,0.458,0.109,0.407
barrel,0.8938,1.0,58,28,7,13,3.236,1.225,0.356,0.325,0.531
barrel,0.7942,0.9608,60,21,8,6,6.73,1.233,0.182,0.302,-1.503
barrel,0.6551,0.5384,57,33,7,8,4.295,1.04,0.191,0.229,-0.079
barrel,0.4783,0.4698,60,28,12,2,5.487,0.751,0.465,0.176,-2.492
barrel,0.775,0.9261,55,32,11,6,5.044,1.486,0.169,0.328,-0.003
barrel,0.5548,0.5943,54,31,17,7,1.874,1.424,0.127,0.201,1.765
barrel,0.3991,0.4308,59,23,6,4,4.335,1.794,0.401,0.088,-1.093
barrel,0.6598,0.7638,54,41,10,8,14.288,1.731,0.334,0.334,-0.098
barrel,0.9067,0.8448,48,32,9,7,7.318,3.127,0.286,0.254,-2.828
barrel,0.6743,0.7597,50,23,16,5,2.636,2.518,0.257,0.293,-1.857
barrel,0.58,0.5378,56,34,10,4,12.508,1.025,0.321,0.185,-2.56
barrel,0.6576,0.7718,70,29,6,8,2.895,2.313,0.374,0.162,-2.648
barrel,0.7049,0.6435,62,30,11,2,13.487,1.998,0.196,0.204,-2.305
barrel,0.8418,0.7639,58,32,7,4,1.796,1.966,0.33,0.333,-0.602
barrel,0.6514,0.6305,63,26,6,6,5.421,1.508,0.206,0.142,-0.268
barrel,0.5949,0.7287,47,16,10,5,4.72,2.138,0.409,0.293,-0.354
barrel,0.6783,0.4404,52,25,7,6,4.486,2.058,0.23,0.333,-0.002
barrel,0.8261,0.8541,64,29,8,12,2.304,1.962,0.348,0.246,2.7
barrel,0.854,0.7697,56,21,11,6,1.698,1.453,0.489,0.136,0.987
barrel,0.8569,0.8858,54,34,13,4,2.537,0.733,0.416,0.296,-1.56
barrel,0.4576,0.4668,54,33,5,4,13.858,1.089,0.298,0.315,-1.31
barrel,0.5233,0.4681,48,24,16,8,4.905,1.864,0.302,0.228,-1.022
barrel,0.4672,0.3693,63,26,7,8,3.237,2.66,0.343,0.143,0.148
barrel,0.9029,0.9222,48,27,14,8,7.958,2.017,0.477,0.215,1.145
barrel,0.4657,0.3935,65,32,10,3,4.847,1.439,0.115,0.174,-3.042
barrel,0.658,0.5944,62,38,9,8,6.609,0.949,0.438,0.255,-2.076
barrel,0.5648,0.7513,58,29,8,4,4.634,0.869,0.412,0.303,1.589
barrel,0.4046,0.2082,61,25,12,7,3.541,0.555,0.301,0.282,1.545
barrel,0.2448,0.1398,60,27,13,6,11.451,1.953,0.312,0.219,-0.05
barrel,1.0,0.8422,49,33,12,3,11.75,1.599,0.193,0.154,0.762
barrel,0.6885,0.7488,77,39,8,7,6.121,0.515,0.186,0.201,-1.227
barrel,0.8378,0.645,46,22,8,6,9.424,1.478,0.27,0.267,-1.648
barrel,0.5132,0.4525,50,22,9,8,8.043,0.705,0.379,0.273,-2.029
barrel,0.4537,0.5066,54,30,12,7,4.444,1.504,0.11,0.141,0.661
barrel,0.902,0.6614,43,21,12,8,3.455,1.948,0.347,0.258,-2.022
barrel,1.0,0.9794,64,36,11,2,10.073,2.899,0.182,0.323,2.615
barrel,0.9343,0.9108,69,24,11,3,4.972,1.225,0.259,0.247,1.14
barrel,0.8262,0.745,71,36,10,6,4.865,0.873,0.358,0.191,1.882
barrel,0.8073,0.9098,57,38,7,3,3.413,2.118,0.306,0.022,0.403
barrel,0.8351,1.0,69,41,9,4,12.034,1.243,0.169,0.146,-0.554
barrel,0.7751,0.7683,59,25,6,6,7.95,2.466,0.3,0.225,0.679
barrel,0.7565,0.8501,60,25,5,4,5.749,1.6,0.226,0.232,0.84
barrel,0.9783,1.0,66,36,10,6,8.664,1.21,0.383,0.235,-3.038
barrel,0.5939,0.8448,50,32,7,4,7.344,1.632,0.153,0.232,3.022
barrel,0.4234,0.4036,65,25,6,6,8.501,1.595,0.411,0.334,-1.258
barrel,0.8486,0.7632,62,31,11,8,6.799,1.874,0.055,0.256,2.334
barrel,0.7601,0.8818,65,29,12,11,14.177,0.15,0.419,0.294,-1.28
barrel,0.7327,0.8118,72,29,16,3,2.295,2.191,0.335,0.12,2.69
barrel,0.8898,1.0,52,36,7,0,9.443,0.99,0.242,0.109,0.667
barrel,0.4903,0.4374,74,23,8,3,6.31,2.189,0.35,0.166,0.495
barrel,0.5669,0.712,66,25,13,8,8.221,2.32,0.224,0.205,2.254
barrel,0.2329,0.3047,64,27,7,6,0.485,1.453,0.292,0.189,-1.306
barrel,0.7864,0.8307,58,34,11,8,5.951,1.357,0.4,0.186,-2.808
barrel,0.8156,0.7343,63,20,11,5,2.107,0.79,0.107,0.16,-2.678
barrel,0.3691,0.4325,50,37,7,8,8.867,1.706,0.123,0.167,1.707
barrel,1.0,1.0,53,32,15,9,5.434,1.452,0.347,0.117,-0.327
barrel,0.7994,0.8495,49,30,7,10,9.316,1.532,0.334,0.187,0.243
barrel,1.0,0.9434,48,26,17,4,8.242,0.689,0.359,0.312,-2.894
barrel,0.5493,0.4863,62,21,12,7,1.637,1.613,0.33,0.232,-0.809
barrel,0.9377,0.978,59,31,10,8,2.44,1.335,0.191,0.199,-0.898
barrel,0.7974,0.8922,56,26,9,5,6.411,2.215,0.213,0.231,0.651
barrel,0.5007,0.8243,71,35,11,8,0.809,1.982,0.212,0.208,-2.536
barrel,0.6461,0.889,56,30,14,9,2.581,1.542,0.268,0.25,0.155
barrel,0.7481,0.7803,61,24,15,2,2.469,1.782,0.323,0.183,-1.666
barrel,0.6633,0.5817,53,27,12,11,8.485,0.5,0.486,0.233,-1.141
barrel,0.7681,0.6898,54,37,11,9,4.698,2.036,0.169,0.373,-0.905
barrel,0.9288,0.9814,46,35,10,4,6.197,0.654,0.18,0.296,-0.729
barrel,0.7834,0.6766,49,22,10,9,5.198,1.603,0.278,0.263,-1.068
barrel,0.9479,0.9051,54,23,8,5,10.994,1.495,0.348,0.249,2.824
barrel,0.8055,0.6604,63,21,8,5,2.94,1.361,0.199,0.215,-1.705
barrel,0.5147,0.5842,49,33,11,3,5.229,0.7,0.33,0.136,-1.524
barrel,0.7679,0.9895,63,32,5,10,4.304,0.861,0.359,0.231,2.943
barrel,0.4176,0.4914,62,41,5,5,4.278,1.963,0.257,0.264,2.808
barrel,0.46,0.3843,67,41,10,2,4.37,1.512,0.278,0.131,0.751
barrel,0.889,0.9238,56,18,14,5,11.147,2.197,0.172,0.318,-2.942
barrel,0.8632,1.0,60,33,11,10,3.0,2.07,0.336,0.132,-2.074
barrel,0.7007,0.73,70,26,7,9,2.403,2.032,0.164,0.362,3.029
barrel,0.5144,0.4508,65,40,10,6,5.68,1.316,0.423,0.251,-0.76
barrel,0.3648,0.4086,59,40,10,10,7.156,0.884,0.286,0.284,0.055
barrel,0.7136,0.6623,65,31,13,6,5.054,2.44,0.215,0.25,3.104
barrel,1.0,0.9002,56,24,13,3,6.83,1.274,0.339,0.065,-0.661
barrel,0.5422,0.4536,64,31,8,3,8.682,1.428,0.544,0.112,1.123
barrel,0.6223,0.5699,54,19,4,3,4.249,2.061,0.351,0.188,-2.854
barrel,0.69,0.6751,51,21,8,5,3.929,3.248,0.21,0.313,-3.014
barrel,0.8296,0.8112,59,27,10,7,9.965,1.537,0.231,0.137,0.253
barrel,0.8876,0.9821,70,37,7,7,4.571,0.969,0.418,0.201,0.369
barrel,0.7831,0.9016,61,22,11,7,3.866,1.549,0.31,0.09,-1.068
barrel,0.9226,0.8754,67,33,9,4,4.8,2.318,0.206,0.17,0.503
barrel,0.3938,0.6208,59,31,6,3,8.631,1.49,0.357,0.256,1.371
barrel,0.8143,0.9287,65,32,12,2,3.49,0.068,0.189,0.229,-2.947
barrel,0.6194,0.5389,65,32,4,8,2.862,0.918,0.435,0.336,-1.617
barrel,0.8898,0.9493,75,28,14,6,3.768,0.597,0.38,0.162,2.664
barrel,0.556,0.5706,44,27,6,4,5.527,1.557,0.353,0.137,0.606
barrel,1.0,0.7425,58,21,10,2,3.18,1.2,0.142,0.237,-2.224
barrel,0.8974,0.9127,44,28,6,3,9.225,1.35,0.236,0.267,2.946
barrel,0.8064,0.8348,50,28,11,6,3.752,1.806,0.221,0.159,-2.409
barrel,0.8238,1.0,57,31,8,4,12.202,2.238,0.374,0.284,3.118
barrel,0.8803,0.8514,67,35,7,9,1.743,2.263,0.222,0.218,1.653
barrel,0.9077,0.8184,47,36,8,1,4.379,1.957,0.343,0.252,-1.771
barrel,0.6783,0.5508,53,31,10,4,6.639,2.049,0.176,0.328,1.617
barrel,0.6909,0.69,65,27,6,8,6.782,1.461,0.178,0.206,-2.0
barrel,0.7477,0.8526,66,34,8,4,8.484,1.69,0.261,0.124,-2.88
barrel,0.3503,0.6389,56,27,10,5,10.738,1.056,0.367,0.173,-2.094
barrel,0.6047,0.4988,59,20,6,7,10.1,1.246,0.195,0.219,-1.505
barrel,0.3974,0.2547,45,30,9,4,1.226,1.027,0.296,0.254,-2.552
barrel,0.4739,0.5654,62,28,12,8,4.581,0.993,0.353,0.162,-2.911
barrel,0.6467,0.7208,53,31,10,8,9.525,1.905,0.339,0.198,0.282
barrel,0.7287,0.6937,39,35,9,13,2.141,0.676,0.15,0.291,2.024
barrel,0.5635,0.3322,49,26,7,7,9.266,0.552,0.358,0.244,1.566
barrel,0.7559,0.6514,70,31,14,6,6.88,0.273,0.281,0.283,0.757
barrel,0.9038,0.9089,54,27,9,3,8.801,0.614,0.598,0.156,0.656
barrel,0.88,0.8979,64,25,9,3,2.465,0.705,0.283,0.132,-2.501
barrel,0.6669,0.6918,67,28,11,8,3.995,1.922,0.332,0.241,-0.427
barrel,0.6233,0.6723,43,25,13,9,6.608,1.54,0.279,0.209,0.131
barrel,0.9459,0.8212,64,26,13,8,1.448,1.964,0.363,0.133,-2.754
barrel,0.7473,0.4462,60,29,12,9,5.591,1.832,0.38,0.297,-2.647
barrel,0.9038,0.7702,63,22,11,6,2.485,0.688,0.321,0.361,1.248
barrel,0.8992,1.0,63,30,3,7,6.547,1.882,0.172,0.111,1.833
barrel,0.87,0.7751,64,31,8,1,2.58,1.716,0.24,0.203,-1.248
barrel,0.7467,0.6959,61,33,7,6,4.076,1.078,0.332,0.159,0.838
barrel,0.7158,0.7425,55,35,6,1,6.496,1.561,0.135,0.291,-0.164
barrel,1.0,0.7588,55,28,3,5,9.189,1.882,0.074,0.27,2.157
barrel,0.654,0.6061,72,31,8,6,3.399,1.494,0.349,0.172,2.259
barrel,0.7658,0.8239,54,28,11,9,7.501,1.105,0.163,0.182,-2.764
barrel,0.4334,0.494,66,38,10,5,1.523,1.912,0.197,0.177,1.042
barrel,0.9782,0.8232,58,21,8,6,7.229,2.262,0.384,0.292,-3.069
barrel,0.9164,0.9273,52,26,9,2,6.49,2.164,0.32,0.272,1.175
barrel,0.7914,0.854,71,29,10,5,5.592,0.424,0.257,0.216,2.815
barrel,0.6425,0.5159,62,26,8,9,5.933,1.523,0.392,0.327,-0.289
barrel,0.5494,0.4917,54,37,11,3,10.685,1.755,0.14,0.19,-2.866
barrel,0.5748,0.4087,59,26,11,4,12.297,1.356,0.141,0.136,-2.999
barrel,0.7835,0.7988,49,30,14,1,7.957,0.119,0.234,0.061,0.968
barrel,0.5434,0.6823,58,29,5,5,4.494,0.839,0.433,0.321,-2.883
barrel,0.949,0.8129,62,31,6,7,3.617,2.107,0.433,0.212,-0.288
barrel,0.9278,0.8679,65,29,14,7,9.6,1.943,0.205,0.292,3.067
barrel,0.6873,0.579,52,25,4,9,14.16,1.39,0.392,0.012,-0.922
barrel,0.7869,0.6251,71,30,6,2,17.628,0.279,0.331,0.208,2.086
barrel,0.813,0.6039,55,32,10,8,4.068,1.288,0.065,0.198,-0.24
barrel,0.6422,0.608,62,34,9,4,5.774,1.078,0.34,0.111,2.177
barrel,0.6402,0.4977,69,36,11,3,8.275,2.21,0.268,0.115,0.769
barrel,0.8186,0.7759,61,33,6,6,3.061,1.457,0.229,0.066,2.886
barrel,0.7,0.6524,67,31,8,6,4.144,1.142,0.259,0.306,-1.506
barrel,0.3773,0.3975,57,25,9,6,4.146,2.127,0.13,0.142,-2.636
barrel,0.6496,0.6066,62,28,9,4,7.149,2.162,0.269,0.275,-0.366
barrel,0.8135,0.8851,56,31,12,7,5.95,1.715,0.388,0.155,3.121
barrel,0.8727,1.0,59,25,8,3,4.577,1.224,0.387,0.274,-2.555
barrel,0.6938,0.5518,57,28,6,11,7.471,1.134,0.309,0.276,2.202
barrel,0.6926,0.6299,71,29,7,4,5.741,1.69,0.268,0.132,2.692
barrel,0.7704,0.6648,72,29,3,6,1.642,1.555,0.292,0.288,1.001
barrel,0.8523,0.9202,71,28,11,6,6.149,2.461,0.313,0.295,0.446
barrel,0.7395,0.6205,76,30,7,8,1.664,0.637,0.448,0.132,-2.326
barrel,1.0,0.818,50,24,7,8,1.681,1.021,0.389,0.189,3.138
barrel,0.2231,0.2706,62,29,10,6,3.071,2.365,0.38,0.177,1.076
barrel,0.6772,0.6626,70,36,9,6,5.675,1.636,0.186,0.179,2.698
barrel,0.3367,0.5536,59,29,12,5,5.02,1.539,0.395,0.065,0.899
barrel,0.5207,0.5626,64,43,11,4,4.868,0.939,0.235,0.185,1.989
barrel,0.5395,0.7472,75,27,9,6,18.584,0.676,0.282,0.235,-1.783
barrel,0.579,0.6702,54,20,11,8,3.418,2.314,0.499,0.19,0.438
barrel,0.6962,0.7571,64,27,5,5,8.925,1.149,0.279,0.16,0.754
barrel,0.8545,0.7622,55,23,7,4,11.806,1.04,0.307,0.177,1.447
barrel,0.2886,0.2272,56,29,13,7,6.2,1.704,0.403,0.092,-0.425
barrel,0.9258,0.8502,78,28,7,6,9.806,2.404,0.247,0.218,1.544
barrel,0.7412,0.8467,52,22,10,3,11.459,0.922,0.268,0.208,1.041
barrel,0.4256,0.5674,56,28,11,4,10.565,1.337,0.393,0.226,1.352
barrel,0.7996,0.6032,52,37,6,7,4.38,1.893,0.304,0.257,-1.392
barrel,0.8555,0.6842,57,28,12,9,3.629,1.764,0.383,0.328,-0.702
barrel,0.5637,0.7159,63,32,11,10,7.869,0.291,0.138,0.161,0.651
barrel,0.8534,0.8242,68,34,6,6,0.728,1.977,0.152,0.101,1.824
barrel,0.3,0.2745,64,40,7,4,8.726,0.389,0.227,0.13,2.513
barrel,0.858,0.724,58,23,7,7,1.056,1.856,0.124,0.165,-2.798
barrel,0.2412,0.3767,56,34,6,7,6.433,1.623,0.365,0.214,-1.791
barrel,0.8634,0.9187,66,24,14,1,3.801,0.994,0.165,0.261,1.865
barrel,0.8612,0.7862,54,29,7,10,2.42,0.948,0.323,0.266,-0.052
barrel,0.714,0.6056,56,22,10,6,1.509,1.521,0.252,0.137,0.757
barrel,0.7974,0.9756,64,23,11,5,5.553,0.876,0.407,0.185,1.263
barrel,0.899,0.7311,60,38,5,6,6.605,0.561,0.13,0.192,2.389
barrel,0.4582,0.4216,73,22,5,2,12.645,0.722,0.335,0.241,0.323
barrel,0.8297,0.8671,47,30,11,13,2.626,0.842,0.336,0.142,-2.002
barrel,0.9026,0.9951,68,34,7,8,4.765,0.941,0.242,0.256,0.599
barrel,0.6748,0.5177,74,29,7,6,5.041,1.766,0.334,0.184,-0.491
barrel,0.7436,0.7864,65,35,8,9,2.466,1.725,0.184,0.102,1.838
barrel,0.9021,0.8812,53,33,9,2,5.257,1.529,0.259,0.052,2.678
barrel,0.8599,0.7378,58,31,11,7,12.206,0.228,0.281,0.265,0.834
barrel,0.8072,0.5993,37,22,11,3,7.838,2.221,0.489,0.195,-1.21
barrel,0.726,0.8508,61,12,12,6,4.229,1.592,0.307,0.141,-2.561
barrel,0.3064,0.4893,57,33,12,5,3.235,1.653,0.58,0.277,-1.544
barrel,0.7227,0.4896,68,29,7,8,4.587,1.45,0.234,0.2,-0.373
barrel,0.5072,0.6219,62,22,7,14,11.244,2.132,0.138,0.158,1.164
barrel,0.7621,0.8438,60,29,6,7,14.975,1.555,0.081,0.13,-1.984
barrel,0.6181,0.6602,55,28,15,4,8.927,1.164,0.296,0.115,-1.542
barrel,0.3391,0.0994,53,24,4,7,3.421,1.498,0.235,0.011,2.118
barrel,1.0,0.916,66,30,10,12,9.822,2.241,0.331,0.211,-1.918
barrel,0.9349,0.9396,63,26,7,5,10.618,1.574,0.236,0.077,3.021
barrel,0.3626,0.2777,68,20,10,6,5.635,1.66,0.286,0.292,-1.837
barrel,0.9483,0.734,57,26,6,7,1.327,2.014,0.416,0.282,2.44
barrel,0.6281,0.5933,53,28,17,3,7.713,2.109,0.263,0.175,-1.24
barrel,0.482,0.4224,56,33,9,4,7.019,2.209,0.136,0.082,-2.992
barrel,0.8572,0.7892,52,24,7,8,8.975,1.594,0.253,0.167,-2.978
barrel,1.0,1.0,51,26,8,10,5.49,0.857,0.236,0.049,-2.535
barrel,0.785,0.7554,57,26,9,6,7.548,1.152,0.218,0.286,1.181
barrel,1.0,1.0,60,34,7,8,3.809,1.895,0.478,0.283,1.231
barrel,0.8086,0.7119,54,30,13,10,8.96,0.461,0.21,0.135,-0.458
barrel,0.4093,0.6636,66,37,13,5,7.41,0.879,0.425,0.06,-1.674
barrel,0.8767,0.8401,71,36,8,4,5.033,2.276,0.273,0.22,-2.395
barrel,0.3297,0.26,50,26,9,11,4.82,1.732,0.367,0.201,0.619
barrel,0.7204,0.8331,62,31,8,3,7.085,2.137,0.327,0.126,-1.279
barrel,0.8207,0.5928,59,31,5,7,6.66,1.726,0.359,0.193,2.729
barrel,0.7811,0.7852,46,26,5,11,9.904,0.542,0.32,0.188,-2.193
barrel,0.6236,0.6978,53,28,9,4,3.006,1.08,0.406,0.229,-2.821
barrel,0.6565,0.4986,56,21,7,6,12.363,0.394,0.394,0.219,2.73
barrel,0.9154,0.8492,54,19,11,3,4.829,2.059,0.358,0.312,-2.164
barrel,0.6356,0.5359,53,20,9,5,3.791,1.332,0.213,0.324,-1.293
barrel,0.7746,0.9418,69,34,10,5,1.37,1.126,0.023,0.081,-1.852
barrel,0.6089,0.6335,57,25,8,9,9.956,0.862,0.363,0.209,2.788
barrel,0.6734,0.6804,65,25,13,9,3.509,1.942,0.396,0.14,2.491
barrel,0.9382,0.8303,57,30,14,6,8.141,2.641,0.276,0.297,-2.16
barrel,0.5385,0.737,77,29,13,7,5.938,2.307,0.259,0.176,0.503
barrel,0.5783,0.5047,60,31,9,3,3.337,0.984,0.259,0.134,-0.94
barrel,0.5438,0.5553,53,29,5,6,2.479,0.881,0.341,0.221,-2.796
barrel,0.8346,0.9787,71,36,8,8,3.453,1.82,0.36,0.184,-1.522
barrel,1.0,0.8919,44,39,13,7,8.675,0.517,0.178,0.367,1.964
barrel,0.9081,0.8998,62,33,12,7,2.95,1.938,0.311,0.31,0.128
barrel,0.8054,0.687,66,34,9,4,6.94,0.949,0.276,0.243,-2.357
barrel,0.856,0.8968,66,22,9,2,6.08,1.589,0.3,0.111,0.399
barrel,0.6559,0.7793,60,22,13,11,7.581,2.074,0.442,0.27,-2.437
barrel,0.3516,0.3246,53,30,6,9,12.869,1.228,0.541,0.216,-0.256
barrel,0.9185,0.7267,59,37,4,5,11.936,0.633,0.223,0.131,0.113
barrel,0.7397,0.7675,50,27,12,9,3.048,1.274,0.187,0.221,0.566
barrel,0.5067,0.5414,56,41,6,5,2.492,1.95,0.196,0.281,-2.261
barrel,0.603,0.8451,57,28,9,4,5.538,3.327,0.222,0.168,2.615
barrel,0.6817,0.6947,49,26,9,6,12.864,1.672,0.502,0.142,-1.638
barrel,0.8296,0.6781,59,35,13,8,2.574,2.724,0.416,0.094,0.456
barrel,0.4424,0.534,51,26,7,7,9.815,0.892,0.404,0.298,2.178
barrel,0.9398,0.9483,76,32,9,5,6.175,1.684,0.138,0.121,-0.325
barrel,0.9048,0.8014,70,31,7,3,1.171,0.549,0.319,0.028,-2.959
barrel,0.7926,0.9116,70,37,11,6,4.744,1.253,0.331,0.176,-2.425
barrel,0.85,0.7828,56,30,8,5,8.925,1.783,0.274,0.231,1.095
barrel,0.7733,0.6101,65,27,10,7,1.406,0.941,0.432,0.13,0.698
barrel,0.897,0.7588,57,26,9,11,4.354,1.429,0.479,0.276,0.966
barrel,0.6982,0.8258,63,32,5,8,12.701,1.656,0.162,0.11,1.792
barrel,1.0,0.9229,61,32,6,3,14.443,1.136,0.242,0.218,-0.222
barrel,0.7183,0.4942,38,28,9,6,6.175,1.8,0.277,0.057,-0.518
barrel,0.7476,0.7361,48,24,10,7,7.82,2.212,0.305,0.248,-0.505
barrel,0.8007,0.6676,57,26,7,5,1.78,1.179,0.218,0.282,1.461
barrel,0.8356,0.9476,66,33,10,8,14.329,1.696,0.448,0.237,-1.164
barrel,0.4295,0.4477,68,25,11,5,13.352,1.243,0.284,0.199,0.614
barrel,0.987,0.8026,57,28,8,4,12.22,2.093,0.505,0.212,2.143
barrel,0.922,0.7105,57,22,9,7,10.227,1.457,0.187,0.195,-2.198
barrel,0.6123,0.5306,48,32,11,5,2.363,1.106,0.223,0.263,-1.124
barrel,0.7698,0.6864,67,22,11,6,2.478,1.013,0.322,0.185,1.693
barrel,0.7744,0.7303,72,34,5,3,4.224,1.41,0.305,0.124,1.516
barrel,0.8729,0.6611,62,21,11,6,6.825,0.704,0.412,0.21,-0.462
barrel,0.7912,0.679,50,28,11,6,1.821,1.579,0.34,0.265,2.369
barrel,0.5942,0.7245,50,25,10,4,9.309,1.817,0.181,0.223,2.877
barrel,0.7913,0.7861,65,27,8,8,11.376,2.015,0.443,0.271,-1.394
barrel,0.6406,0.7199,58,30,10,6,7.15,0.617,0.313,0.18,1.311
barrel,0.7028,0.6069,52,30,8,5,1.763,1.069,0.268,0.087,-2.449
barrel,0.5889,0.6073,53,36,12,6,5.61,2.138,0.178,0.071,-2.914
barrel,0.6837,0.557,59,33,5,6,9.623,2.404,0.431,0.297,2.486
barrel,0.8131,0.8771,60,31,6,5,4.998,0.836,0.206,0.134,1.805
barrel,0.5533,0.7268,58,34,10,4,6.711,1.299,0.218,0.297,-1.888
barrel,0.6706,0.5112,67,34,12,7,5.047,1.741,0.257,0.336,-2.763
barrel,0.9228,0.8678,42,35,6,10,6.16,2.37,0.199,0.024,-1.236
barrel,0.5059,0.6399,70,30,8,7,6.096,1.731,0.263,0.097,2.774
barrel,0.5676,0.6688,58,33,12,8,7.863,0.831,0.267,0.219,1.319
barrel,0.4731,0.639,60,23,7,7,9.9,2.507,0.441,0.195,0.786
barrel,0.9446,0.9658,54,28,11,5,3.304,1.983,0.398,0.119,-2.896
barrel,0.7904,0.8587,64,20,8,3,13.997,0.821,0.311,0.261,-3.065
barrel,0.6255,0.6361,58,39,9,6,1.41,1.94,0.408,0.246,3.057
barrel,0.7366,0.867,51,28,3,10,15.769,1.084,0.203,0.185,-1.566
barrel,0.8397,0.7285,69,29,6,11,6.354,1.074,0.515,0.124,-2.718
barrel,0.866,1.0,60,26,16,5,0.783,1.181,0.43,0.205,-0.78
barrel,0.6104,0.4946,53,29,10,3,6.996,1.23,0.366,0.249,1.07
barrel,0.8656,0.8048,42,40,11,7,2.886,1.92,0.411,0.049,-0.902
barrel,0.3665,0.5657,59,35,7,1,8.414,2.061,0.299,0.157,2.994
barrel,0.6513,0.7513,63,22,7,6,1.76,1.135,0.432,0.271,1.948
barrel,0.8769,0.9301,58,36,9,7,3.062,1.39,0.372,0.235,-0.325
barrel,0.778,0.8099,54,31,7,7,5.014,2.286,0.228,0.244,-1.254
barrel,0.7055,0.61,56,31,8,10,9.526,2.605,0.52,0.31,2.765
barrel,0.5568,0.7615,65,36,8,7,2.474,2.091,0.25,0.216,-2.641
